0.037812,0.036574
0.02678,0.015003
0.011013,0.0070343
0.040031,0.04663
0.041279,0.047378
0.025046,0.015623
0.018108,0.02375
0.030482,0.013488
0.03048,0.035897
0.010773,0.0099293
0.039435,0.041256
0.035448,0.037403
0.020264,0.024798
0.034196,0.035486
0.034839,0.033496
0.041487,0.052861
0.041322,0.045109
0.05434,0.054194
0.02532,0.026466
0.038708,0.031991
0.022925,0.042144
0.016142,0.017262
0.029641,0.044246
0.033811,0.040878
0.051371,0.046163
0.022428,0.026013
0.041788,0.038876
0.040309,0.031484
0.045354,0.037204
0.02464,0.02654
0.016833,0.0085373
0.021122,0.033465
0.026906,0.017993
0.022836,0.021053
0.016303,0.016854
0.032395,0.040999
0.032814,0.011084
0.038136,0.025059
0.013761,0.022743
0.027697,0.042514
0.029799,0.035605
0.038199,0.045765
0.016496,0.018764
0.069577,0.065393
0.046845,0.037492
0.041934,0.038813
0.021297,0.020102
0.052256,0.07082
0.04967,0.053388
0.034485,0.034863
0.02818,0.028152
0.01583,0.023023
0.04265,0.047575
0.018765,0.022494
0.01572,0.00732
0.019701,0.016159
0.025349,0.026012
0.025612,0.024031
0.046264,0.046338
0.028258,0.029116
0.07785,0.07791
0.039682,0.034671
0.039518,0.037004
0.019697,0.024637
0.039637,0.043513
0.031568,0.037801
0.026337,0.019347
0.037059,0.036486
0.036938,0.037239
0.022206,0.026663
0.083625,0.073235
0.024469,0.023674
0.036641,0.040497
0.027101,0.028513
0.044619,0.038953
0.031297,0.030848
0.019326,0.01448
0.040759,0.034038
0.020842,0.016901
0.015002,0.011093
0.039616,0.043576
0.016731,0.023506
0.020087,0.017116
0.051469,0.047026
0.031412,0.029885
0.02426,0.026532
0.045468,0.052732
0.042325,0.050678
0.038084,0.046989
0.047781,0.046128
0.036488,0.027657
0.03187,0.037151
0.040292,0.042037
0.053972,0.055923
0.016013,0.016723
0.040924,0.041933
0.054016,0.031745
0.020797,0.003666
0.016478,0.012487
0.014424,0.012819
0.023355,0.022994
0.025478,0.023291
0.025137,0.036076
0.051086,0.049651
0.014868,0.011845
0.012004,0.012964
0.012467,0.010989
0.015707,0.020556
0.022784,0.029486
0.047607,0.052563
0.022523,0.02498
0.053916,0.040035
0.046992,0.04307
0.038661,0.048729
0.035152,0.032533
0.030033,0.018613
0.015372,0.010722
0.019088,0.017947
0.01675,0.010039
0.037679,0.047905
0.039949,0.038225
0.046111,0.038293
0.024938,0.024884
0.041976,0.020917
0.029832,0.025311
0.049356,0.041101
0.045396,0.024465
0.053168,0.051264
0.034787,0.032394
0.012209,0.0072171
0.020098,0.018161
0.017784,0.016282
0.023772,0.023976
0.018186,0.01826
0.027564,0.030391
0.031785,0.030149
0.030583,0.029291
0.04919,0.0435
0.051856,0.046221
0.035881,0.035464
0.042742,0.037876
0.019096,0.019659
0.026248,0.02456
0.022462,0.022292
0.027672,0.025474
0.063002,0.049865
0.018009,0.017405
0.02219,0.020869
0.031723,0.031123
0.040413,0.031484
0.066192,0.061526
0.015616,0.016784
0.027921,0.02955
0.020652,0.017792
0.019611,0.01702
0.014108,0.013777
0.04066,0.029368
0.048806,0.044186
0.02608,0.026574
0.047566,0.045603
0.025171,0.021945
0.017514,0.020541
0.018633,0.017427
0.02136,0.021142
0.029801,0.026994
0.037935,0.036456
0.056332,0.04864
0.026766,0.023384
0.012309,0.014053
0.024848,0.023721
0.029362,0.024293
0.014332,0.011571
0.015767,0.016521
0.032742,0.030188
0.025792,0.026321
0.025228,0.022169
0.045067,0.026172
0.043189,0.040923
0.040184,0.030841
0.01244,0.010297
0.017909,0.019559
0.029549,0.025124
0.03435,0.030763
0.034375,0.033519
0.012632,0.012344
0.028683,0.033662
0.034119,0.031957
0.020836,0.023627
0.051411,0.046243
0.038507,0.037313
0.02889,0.029926
0.02538,0.0216
0.051876,0.052295
0.03455,0.034906
0.034455,0.028881
0.032069,0.032338
0.02079,0.019928
0.016309,0.018058
0.032256,0.029054
0.043845,0.047666
0.054272,0.063649
0.071206,0.071217
0.035942,0.031061
0.01959,0.024534
0.02894,0.036115
0.023268,0.022718
0.032173,0.03135
0.052902,0.052297
0.042431,0.048679
0.036377,0.033642
0.047179,0.041964
0.048353,0.046012
0.03577,0.040484
0.027483,0.021319
0.019356,0.024203
0.024323,0.025538
0.016911,0.021209
0.018878,0.012494
0.014621,0.015198
0.042783,0.043786
0.02327,0.026067
0.045216,0.045646
0.024961,0.021833
0.026631,0.029569
0.05913,0.064397
0.041448,0.025827
0.035955,0.032285
0.034141,0.035467
0.013234,0.011064
0.019,0.018462
0.032828,0.033579
0.068232,0.066072
0.025096,0.022847
0.041259,0.044823
0.036275,0.05382
0.040514,0.035715
0.032061,0.034653
0.046916,0.046741
0.024726,0.026817
0.03959,0.032978
0.032977,0.037152
0.040254,0.03171
0.010749,0.010995
0.01928,0.015483
0.026627,0.034316
0.021132,0.026308
0.012756,0.011058
0.079298,0.085356
0.058415,0.055035
0.031655,0.032497
0.044101,0.041917
0.024535,0.025927
0.049886,0.051956
0.053014,0.054736
0.042772,0.040435
0.055565,0.06317
0.01432,0.019268
0.04291,0.042831
0.037675,0.036928
0.036308,0.037372
0.03246,0.037494
0.029214,0.030423
0.02134,0.02081
0.020896,0.024793
0.026186,0.025126
0.031975,0.029338
0.04169,0.042539
0.020943,0.020122
0.047234,0.047741
0.028601,0.027144
0.03458,0.035572
0.051092,0.042898
0.057848,0.051985
0.019086,0.012886
0.064119,0.058473
0.020359,0.018811
