0.02948,0.030686
0.016581,0.021035
0.031602,0.043561
0.040523,0.035046
0.037599,0.02655
0.04026,0.037432
0.029238,0.017824
0.014323,0.012874
0.016754,0.015901
0.03608,0.036889
0.036774,0.039461
0.071631,0.069163
0.033391,0.034799
0.017062,0.015352
0.042307,0.043498
0.038724,0.045746
0.026695,0.023838
0.059087,0.057804
0.065981,0.056917
0.042506,0.045225
0.038032,0.044339
0.025794,0.026474
0.040429,0.039573
0.029755,0.03097
0.033529,0.030422
0.030918,0.01821
0.020225,0.014857
0.023904,0.014119
0.049964,0.060464
0.08266,0.085182
0.029697,0.024667
0.012338,0.014151
0.018447,0.019988
0.063639,0.061334
0.0278,0.041523
0.021814,0.018279
0.013128,0.031844
0.03409,0.034983
0.024444,0.034278
0.036093,0.038896
0.034871,0.034867
0.020688,0.019817
0.047757,0.038116
0.020691,0.022805
0.055775,0.05373
0.046025,0.0466
0.013468,0.013511
0.038066,0.04356
0.027538,0.029276
0.01939,0.023111
0.017626,0.020024
0.022521,0.031875
0.064385,0.057268
0.042602,0.039397
0.036031,0.027877
0.03005,0.029503
0.014341,0.017607
0.031542,0.029597
0.02349,0.023816
0.023309,0.032596
0.038261,0.037331
0.038609,0.037367
0.031569,0.03082
0.050173,0.054659
0.019852,0.026834
0.027457,0.029569
0.021033,0.02208
0.032475,0.034698
0.028162,0.033262
0.04086,0.033112
0.032341,0.026889
0.018298,0.019977
0.021516,0.024486
0.016429,0.01881
0.019617,0.018782
0.036065,0.032613
0.038899,0.041797
0.030952,0.036859
0.083204,0.076501
0.023426,0.0199
0.019462,0.017108
0.049816,0.063745
0.028662,0.02833
0.042319,0.035851
0.017579,0.017316
0.024531,0.03007
0.026398,0.036644
0.042727,0.048788
0.030732,0.042577
0.037859,0.040528
0.021546,0.020674
0.026071,0.033392
0.044628,0.039556
0.022756,0.02521
0.05514,0.050897
0.034069,0.032643
0.023089,0.0077975
0.014357,0.0031236
0.033914,0.036348
0.032183,0.025586
0.021553,0.021513
0.0446,0.04481
0.043028,0.041395
0.022766,0.018838
0.032046,0.042782
0.036432,0.041011
0.019921,0.02617
0.043677,0.046141
0.056637,0.055616
0.023223,0.019252
0.014179,0.0067618
0.038902,0.042173
0.033714,0.025914
0.013349,0.015295
0.048415,0.034697
0.035203,0.044439
0.037296,0.035215
0.028145,0.022956
0.048321,0.05479
0.016235,0.014534
0.036763,0.034236
0.013479,0.018208
0.02032,0.02742
0.022004,0.0079588
0.029144,0.029352
0.033105,0.02815
0.024184,0.023912
0.028454,0.028678
0.023168,0.023675
0.036864,0.040034
0.028377,0.025064
0.031319,0.026396
0.032696,0.038658
0.024774,0.019522
0.041032,0.039206
0.02012,0.016899
0.039556,0.021412
0.030023,0.030336
0.027462,0.025295
0.015859,0.013718
0.01712,0.010154
0.018441,0.01985
0.02467,0.024501
0.02937,0.027686
0.01191,0.012804
0.047693,0.02368
0.022139,0.022454
0.025678,0.027544
0.019751,0.017229
0.026385,0.026052
0.032551,0.025436
0.027718,0.024472
0.023665,0.027984
0.021278,0.021539
0.03401,0.029159
0.031266,0.032208
0.039364,0.032995
0.027264,0.029617
0.041623,0.045285
0.031896,0.031281
0.042282,0.038632
0.021062,0.017736
0.044476,0.03747
0.03503,0.035865
0.044383,0.041106
0.039742,0.035903
0.03143,0.027179
0.045393,0.036103
0.014756,0.01499
0.011321,0.013857
0.04644,0.040309
0.048568,0.037868
0.031341,0.021993
0.04226,0.04053
0.015716,0.0096123
0.021616,0.019943
0.020953,0.014057
0.015811,0.017126
0.016688,0.018979
0.024058,0.023044
0.025683,0.021894
0.020699,0.023218
0.018602,0.020341
0.019056,0.021502
0.028172,0.028166
0.03486,0.033812
0.02451,0.024126
0.035697,0.033619
0.016821,0.024889
0.032271,0.026059
0.02033,0.020097
0.02709,0.024955
0.023295,0.020304
0.01568,0.016708
0.020983,0.019967
0.015136,0.015287
0.0249,0.025361
0.031681,0.032363
0.026473,0.033486
0.042994,0.0408
0.04463,0.044091
0.024801,0.026738
0.022356,0.032986
0.032871,0.025653
0.024295,0.022642
0.013708,0.014475
0.033234,0.037767
0.019278,0.018147
0.054818,0.053114
0.028545,0.028477
0.016262,0.019163
0.036832,0.028208
0.039943,0.042835
0.025479,0.021534
0.031923,0.025942
0.02685,0.024893
0.029169,0.03107
0.01947,0.021265
0.065083,0.064965
0.024019,0.024828
0.03442,0.031743
0.026889,0.023431
0.020786,0.022806
0.038933,0.036239
0.032796,0.030148
0.017088,0.018032
0.021601,0.026284
0.026379,0.024385
0.03899,0.037894
0.015885,0.016113
0.025464,0.024268
0.021323,0.029383
0.030494,0.035396
0.027798,0.032444
0.021716,0.025862
0.020459,0.021602
0.017697,0.020687
0.024962,0.020696
0.018393,0.020345
0.03525,0.034104
0.026538,0.025826
0.050953,0.060596
0.026882,0.02588
0.018884,0.02109
0.039174,0.033405
0.038914,0.041172
0.034935,0.031997
0.035772,0.037772
0.0276,0.030348
0.019296,0.012791
0.020436,0.021624
0.033859,0.035219
0.027465,0.034044
0.011396,0.011886
0.046434,0.044329
0.019049,0.018803
0.016123,0.017537
0.052129,0.051194
0.034859,0.038742
0.022643,0.023723
0.019559,0.026554
0.024548,0.029166
0.054617,0.04918
0.029438,0.025186
0.043003,0.048416
0.042352,0.041918
0.050996,0.045887
0.036328,0.036584
0.031733,0.030963
0.049111,0.04168
0.032766,0.02827
