42,55,-0.0026523,0.013445,0.016097,0.0012383
77,84,-0.027132,0.055308,0.08244,0.011777
100,114,-0.02464,0.031066,0.055705,0.003979
114,125,0.031066,-0.041527,-0.072593,-0.0065993
138,143,0.024225,-0.006272,-0.030497,-0.0060994
175,187,-0.037867,0.075217,0.11308,0.0094237
187,196,0.075217,0.024441,-0.050776,-0.0056418
217,223,-0.075741,0.026223,0.10196,0.016994
233,240,0.017696,-0.020222,-0.037918,-0.0054168
252,266,0.0017612,0.013569,0.011808,0.0008434
307,316,-0.0054051,-0.02179,-0.016385,-0.0018205
328,342,0.0066888,-0.02068,-0.027368,-0.0019549
418,432,0.036462,-0.027018,-0.06348,-0.0045343
448,462,0.0054566,-0.012594,-0.01805,-0.0012893
474,479,-0.033105,-0.026387,0.0067175,0.0013435
496,510,0.014731,-0.1445,-0.15923,-0.011374
543,554,0.057475,0.015813,-0.041663,-0.0037875
573,581,-0.012556,-0.011383,0.0011731,0.00014663
598,608,-0.043308,-0.054766,-0.011458,-0.0011458
621,635,0.0059011,0.099936,0.094035,0.0067168
640,649,0.086523,-0.086452,-0.17297,-0.019219
664,678,-0.025901,-0.041583,-0.015681,-0.0011201
685,696,0.082996,-0.077668,-0.16066,-0.014606
737,742,-0.0021047,-0.037439,-0.035334,-0.0070668
808,814,-0.065652,-0.034406,0.031246,0.0052077
877,888,0.0086558,-0.030772,-0.039428,-0.0035844
897,909,-0.019839,0.015104,0.034943,0.0029119
930,938,-0.00031786,0.070287,0.070605,0.0088256
954,959,0.017937,0.058687,0.040749,0.0081499
978,992,0.075428,0.048833,-0.026595,-0.0018996
1030,1041,-0.16848,-0.077225,0.091256,0.008296
1068,1079,0.016049,-0.11972,-0.13577,-0.012343
1083,1094,-0.08984,0.008211,0.098051,0.0089137
1099,1108,0.020822,0.036862,0.01604,0.0017823
1155,1167,-0.031495,-0.038114,-0.0066187,-0.00055156
1189,1203,0.020459,-0.099995,-0.12045,-0.0086038
1225,1237,-0.069849,0.19091,0.26075,0.02173
1315,1323,-0.018413,0.086205,0.10462,0.013077
1323,1335,0.086205,-0.021583,-0.10779,-0.0089823
1358,1365,0.083704,-0.020015,-0.10372,-0.014817
1381,1395,-0.016939,-0.098217,-0.081278,-0.0058056
1431,1443,-0.0087706,-0.099567,-0.090796,-0.0075664
1450,1461,-0.026388,-0.051333,-0.024946,-0.0022678
1479,1486,-0.017313,0.011974,0.029287,0.0041839
1500,1504,-0.00021951,0.037189,0.037408,0.009352
1512,1518,-0.039934,-0.021209,0.018726,0.0031209
1528,1542,-7.0327e-05,0.016656,0.016726,0.0011947
1546,1552,0.046165,-0.065219,-0.11138,-0.018564
1614,1623,-0.090706,-0.12417,-0.033462,-0.003718
1681,1694,-0.015658,-0.020572,-0.0049144,-0.00037803
1716,1729,-0.01681,-0.016443,0.00036733,2.8256e-05
1741,1754,0.030538,-0.062971,-0.093508,-0.007193
1770,1776,0.0075048,-0.022045,-0.02955,-0.004925
1792,1806,0.031173,-0.021033,-0.052206,-0.003729
1851,1863,-0.18548,-0.084676,0.1008,0.0084004
1920,1934,-0.018605,0.030979,0.049584,0.0035417
1943,1956,-0.042408,-0.051022,-0.0086139,-0.0006626
1979,1993,-0.014036,0.0081006,0.022136,0.0015812
2004,2014,-0.013296,-0.014041,-0.00074499,-7.4499e-05
2027,2039,-0.009807,-0.020102,-0.010295,-0.00085789
2080,2085,0.0058941,0.0055933,-0.00030077,-6.0155e-05
2100,2112,-0.054362,0.0057717,0.060134,0.0050112
2125,2137,-0.01037,0.019791,0.03016,0.0025133
2151,2164,0.0093025,-0.054917,-0.064219,-0.0049399
2173,2187,-0.0095094,-0.06377,-0.05426,-0.0038757
2197,2206,-0.0185,-0.074602,-0.056102,-0.0062336
2240,2247,-0.039259,0.0096722,0.048931,0.0069902
2266,2271,-0.038223,-0.035361,0.0028626,0.00057252
2293,2304,-0.016539,-0.019848,-0.0033089,-0.00030081
2313,2326,0.0045454,-0.053402,-0.057947,-0.0044575
